customer_id,name,email,age,signup_date,flag_churn
40277,Customer_276,cust276@test.org,23,2020-09-09,1
40278,Customer_277,cust277@test.org,67,2021-07-23,1
40279,Customer_278,cust278@mail.com,54,2019-04-01,0
40280,Customer_279,cust279@example.com,53,2025-06-17,0
40281,Customer_280,cust280@sample.io,33,2022-08-11,0
40282,Customer_281,cust281@demo.net,58,2022-01-17,0
40283,Customer_282,cust282@example.com,57,2024-03-15,1
40284,Customer_283,cust283@demo.net,33,2024-06-19,0
40285,Customer_284,cust284@demo.net,33,2019-04-10,0
40286,Customer_285,cust285@mail.com,23,2020-03-15,0
40287,Customer_286,cust286@test.org,72,2023-08-16,0
40288,Customer_287,cust287@demo.net,43,2026-06-10,0
40289,Customer_288,cust288@sample.io,39,2019-06-11,0
40290,Customer_289,cust289@mail.com,50,2022-10-08,1
40291,Customer_290,cust290@demo.net,70,2026-03-18,0
40292,Customer_291,cust291@sample.io,37,2021-10-24,0
40293,Customer_292,cust292@example.com,21,2023-07-19,0
40294,Customer_293,cust293@mail.com,21,2019-12-29,0
40295,Customer_294,cust294@mail.com,63,2022-03-25,1
40296,Customer_295,cust295@example.com,57,2020-04-07,0
40297,Customer_296,cust296@example.com,18,2022-02-09,0
40298,Customer_297,cust297@mail.com,58,2023-11-28,0
40299,Customer_298,cust298@demo.net,47,2025-05-13,0
40300,Customer_299,cust299@sample.io,42,2022-07-20,0
40301,Customer_300,cust300@example.com,29,2022-09-24,0
40302,Customer_301,cust301@sample.io,44,2020-08-06,0
40303,Customer_302,cust302@sample.io,65,2022-05-24,0
40304,Customer_303,cust303@example.com,62,2024-06-01,0
40305,Customer_304,cust304@test.org,20,2022-11-13,0
40306,Customer_305,cust305@sample.io,19,2023-05-31,0
40307,Customer_306,cust306@sample.io,70,2020-07-24,0
40308,Customer_307,cust307@demo.net,61,2020-10-20,0
40309,Customer_308,cust308@mail.com,63,2024-07-13,0
40310,Customer_309,cust309@sample.io,20,2019-09-22,0
40311,Customer_310,cust310@demo.net,40,2023-08-04,0
40312,Customer_311,cust311@mail.com,69,2020-04-01,0
40313,Customer_312,cust312@mail.com,47,2023-04-20,1
40314,Customer_313,cust313@example.com,72,2020-05-16,0
40315,Customer_314,cust314@sample.io,42,2022-06-20,0
40316,Customer_315,cust315@sample.io,59,2024-09-25,0
40317,Customer_316,cust316@demo.net,67,2021-08-26,0
40318,Customer_317,cust317@sample.io,73,2022-10-18,0
40319,Customer_318,cust318@demo.net,63,2020-11-08,1
40320,Customer_319,cust319@mail.com,62,2023-04-17,0
40321,Customer_320,cust320@sample.io,67,2024-02-10,0
40322,Customer_321,cust321@sample.io,65,2026-03-22,0
40323,Customer_322,cust322@sample.io,24,2021-02-06,1
40324,Customer_323,cust323@example.com,66,2019-03-16,0
40325,Customer_324,cust324@sample.io,33,2026-05-03,0
40326,Customer_325,cust325@sample.io,31,2019-03-09,0
40327,Customer_326,cust326@mail.com,72,2023-10-30,0
40328,Customer_327,cust327@mail.com,41,2019-10-09,0
40329,Customer_328,cust328@example.com,29,2022-11-29,0
40330,Customer_329,cust329@demo.net,41,2022-09-23,0
40331,Customer_330,cust330@test.org,56,2022-01-21,1
40332,Customer_331,cust331@example.com,56,2023-10-24,0
40333,Customer_332,cust332@mail.com,58,2021-12-26,0
40334,Customer_333,cust333@example.com,36,2019-05-29,1
40335,Customer_334,cust334@demo.net,37,2019-02-22,0
40336,Customer_335,cust335@test.org,41,2021-06-29,0
40337,Customer_336,cust336@example.com,22,2020-07-27,0
40338,Customer_337,cust337@example.com,38,2024-10-01,1
40339,Customer_338,cust338@mail.com,51,2024-05-15,0
40340,Customer_339,cust339@mail.com,72,2021-09-30,0
40341,Customer_340,cust340@demo.net,46,2021-11-11,1
40342,Customer_341,cust341@sample.io,50,2023-08-31,0
40343,Customer_342,cust342@sample.io,71,2025-11-17,1
40344,Customer_343,cust343@example.com,42,2025-02-04,0
40345,Customer_344,cust344@sample.io,34,2020-06-14,1
40346,Customer_345,cust345@sample.io,40,2020-05-13,1
40347,Customer_346,cust346@mail.com,49,2019-03-11,1
40348,Customer_347,cust347@example.com,69,2022-05-03,1
40349,Customer_348,cust348@demo.net,27,2020-03-27,0
40350,Customer_349,cust349@example.com,46,2019-12-08,1
40351,Customer_350,cust350@demo.net,39,2019-01-03,0
40352,Customer_351,cust351@mail.com,46,2020-01-27,0
40353,Customer_352,cust352@example.com,66,2020-01-05,0
40354,Customer_353,cust353@sample.io,47,2025-04-27,0
40355,Customer_354,cust354@demo.net,48,2020-03-01,1
40356,Customer_355,cust355@test.org,40,2023-03-27,0
40357,Customer_356,cust356@sample.io,27,2024-05-31,1
40358,Customer_357,cust357@sample.io,53,2024-12-13,0
40359,Customer_358,cust358@mail.com,57,2024-11-09,0
40360,Customer_359,cust359@sample.io,26,2020-04-16,0
40361,Customer_360,cust360@mail.com,42,2020-11-05,0
40362,Customer_361,cust361@example.com,50,2022-05-12,0
40363,Customer_362,cust362@test.org,52,2021-08-27,0
40364,Customer_363,cust363@mail.com,38,2020-10-14,0
40365,Customer_364,cust364@example.com,20,2026-05-14,0
40366,Customer_365,cust365@test.org,53,2022-10-19,0
40367,Customer_366,cust366@test.org,47,2020-09-29,0
40368,Customer_367,cust367@demo.net,28,2022-11-16,0
40369,Customer_368,cust368@example.com,32,2023-03-21,0
40370,Customer_369,cust369@demo.net,53,2021-02-14,1
40371,Customer_370,cust370@example.com,67,2022-10-01,0
40372,Customer_371,cust371@test.org,43,2023-02-19,0
40373,Customer_372,cust372@mail.com,50,2019-06-17,0
40374,Customer_373,cust373@mail.com,26,2026-02-28,1
40375,Customer_374,cust374@sample.io,52,2020-05-02,0
40376,Customer_375,cust375@sample.io,58,2022-03-02,0
40377,Customer_376,cust376@mail.com,66,2021-04-03,0
40378,Customer_377,cust377@demo.net,73,2022-02-28,0
40379,Customer_378,cust378@sample.io,69,2020-03-25,0
40380,Customer_379,cust379@mail.com,31,2020-07-04,0
40381,Customer_380,cust380@demo.net,57,2021-12-28,0
40382,Customer_381,cust381@sample.io,41,2022-03-10,0
40383,Customer_382,cust382@demo.net,28,2019-07-05,0
40384,Customer_383,cust383@demo.net,38,2023-01-12,0
40385,Customer_384,cust384@sample.io,72,2019-11-02,0
40386,Customer_385,cust385@test.org,27,2021-09-07,0
40387,Customer_386,cust386@mail.com,32,2024-08-14,0
40388,Customer_387,cust387@sample.io,35,2021-10-07,0
40389,Customer_388,cust388@sample.io,38,2020-07-19,1
40390,Customer_389,cust389@demo.net,34,2025-04-13,0
40391,Customer_390,cust390@mail.com,31,2020-07-18,0
40392,Customer_391,cust391@sample.io,28,2020-11-06,1
40393,Customer_392,cust392@demo.net,48,2022-04-13,0
40394,Customer_393,cust393@test.org,67,2021-03-06,0
40395,Customer_394,cust394@sample.io,63,2023-03-02,0
40396,Customer_395,cust395@mail.com,55,2026-03-08,0
40397,Customer_396,cust396@sample.io,66,2023-02-13,1
40398,Customer_397,cust397@example.com,68,2020-04-24,0
40399,Customer_398,cust398@demo.net,74,2020-02-09,0
40400,Customer_399,cust399@test.org,46,2021-05-15,0
40401,Customer_400,cust400@test.org,74,2025-05-20,0
40402,Customer_401,cust401@test.org,39,2026-03-12,0
40403,Customer_402,cust402@demo.net,43,2025-01-20,0
40404,Customer_403,cust403@sample.io,49,2022-08-14,0
40405,Customer_404,cust404@test.org,31,2025-03-04,0
40406,Customer_405,cust405@demo.net,37,2021-10-29,1
40407,Customer_406,cust406@mail.com,28,2026-04-16,0
40408,Customer_407,cust407@mail.com,25,2025-01-05,0
40409,Customer_408,cust408@mail.com,70,2020-12-16,1
40410,Customer_409,cust409@sample.io,27,2026-03-23,0
40411,Customer_410,cust410@demo.net,51,2024-09-10,1
40412,Customer_411,cust411@test.org,26,2022-07-29,0
40413,Customer_412,cust412@example.com,52,2024-04-25,0
40414,Customer_413,cust413@sample.io,62,2021-05-24,0
40415,Customer_414,cust414@mail.com,28,2021-04-07,0
40416,Customer_415,cust415@mail.com,65,2020-01-24,0
40417,Customer_416,cust416@example.com,55,2024-09-26,0
40418,Customer_417,cust417@example.com,46,2019-05-19,0
40419,Customer_418,cust418@test.org,58,2023-02-23,0
40420,Customer_419,cust419@example.com,18,2022-09-01,0
40421,Customer_420,cust420@test.org,28,2021-09-12,0
40422,Customer_421,cust421@demo.net,20,2021-11-17,0
40423,Customer_422,cust422@example.com,48,2024-05-15,0
40424,Customer_423,cust423@mail.com,40,2023-01-27,0
40425,Customer_424,cust424@example.com,24,2026-02-06,0
40426,Customer_425,cust425@sample.io,47,2024-07-03,0
40427,Customer_426,cust426@test.org,38,2026-01-30,0
40428,Customer_427,cust427@mail.com,25,2021-09-22,0
40429,Customer_428,cust428@example.com,27,2021-08-30,1
40430,Customer_429,cust429@demo.net,70,2021-08-08,1
40431,Customer_430,cust430@test.org,73,2021-08-03,0
40432,Customer_431,cust431@sample.io,20,2022-11-01,1
40433,Customer_432,cust432@test.org,70,2020-11-08,1
40434,Customer_433,cust433@sample.io,49,2020-06-25,0
40435,Customer_434,cust434@sample.io,50,2021-08-13,0
40436,Customer_435,cust435@mail.com,58,2023-01-27,0
40437,Customer_436,cust436@example.com,34,2022-08-24,0
40438,Customer_437,cust437@test.org,40,2023-11-15,0
40439,Customer_438,cust438@demo.net,27,2020-05-16,0
40440,Customer_439,cust439@test.org,18,2019-01-11,0
40441,Customer_440,cust440@example.com,56,2019-07-23,0
40442,Customer_441,cust441@demo.net,49,2020-08-20,0
40443,Customer_442,cust442@sample.io,61,2024-12-03,0
40444,Customer_443,cust443@example.com,58,2024-08-26,0
40445,Customer_444,cust444@sample.io,19,2026-03-25,0
40446,Customer_445,cust445@mail.com,31,2020-07-27,0
40447,Customer_446,cust446@demo.net,35,2020-11-14,0
40448,Customer_447,cust447@test.org,38,2021-01-23,0
40449,Customer_448,cust448@example.com,34,2020-01-08,0
40450,Customer_449,cust449@mail.com,25,2019-11-26,1
40451,Customer_450,cust450@demo.net,40,2022-03-05,0
40452,Customer_451,cust451@test.org,46,2019-10-16,0
40453,Customer_452,cust452@sample.io,45,2019-12-29,1
40454,Customer_453,cust453@demo.net,37,2021-11-19,0
40455,Customer_454,cust454@sample.io,72,2025-02-12,0
40456,Customer_455,cust455@demo.net,31,2022-11-28,0
40457,Customer_456,cust456@example.com,49,2020-06-07,0
40458,Customer_457,cust457@mail.com,46,2024-11-15,0
40459,Customer_458,cust458@test.org,37,2022-11-09,0
40460,Customer_459,cust459@mail.com,47,2019-09-04,0
40461,Customer_460,cust460@example.com,36,2019-09-20,0
40462,Customer_461,cust461@example.com,26,2025-01-31,1
40463,Customer_462,cust462@demo.net,30,2025-02-05,0
40464,Customer_463,cust463@demo.net,35,2025-10-25,0
40465,Customer_464,cust464@test.org,58,2025-11-16,1
40466,Customer_465,cust465@demo.net,61,2025-03-30,0
40467,Customer_466,cust466@demo.net,36,2022-08-01,0
40468,Customer_467,cust467@mail.com,69,2022-03-05,0
40469,Customer_468,cust468@mail.com,72,2023-11-15,0
40470,Customer_469,cust469@sample.io,70,2024-07-27,0
40471,Customer_470,cust470@demo.net,49,2023-06-17,1
40472,Customer_471,cust471@test.org,30,2020-10-13,1
40473,Customer_472,cust472@test.org,67,2024-12-12,0
40474,Customer_473,cust473@sample.io,68,2019-02-26,0
40475,Customer_474,cust474@mail.com,26,2019-02-16,1
40476,Customer_475,cust475@sample.io,72,2024-05-05,0
40477,Customer_476,cust476@mail.com,57,2025-06-06,0
40478,Customer_477,cust477@example.com,41,2020-02-08,0
40479,Customer_478,cust478@example.com,60,2023-12-03,1
40480,Customer_479,cust479@sample.io,72,2025-09-19,0
40481,Customer_480,cust480@test.org,19,2019-05-25,1
40482,Customer_481,cust481@example.com,33,2026-01-03,0
40483,Customer_482,cust482@sample.io,74,2023-08-20,0
40484,Customer_483,cust483@sample.io,73,2025-07-22,0
40485,Customer_484,cust484@demo.net,45,2022-08-06,0
40486,Customer_485,cust485@mail.com,26,2024-12-12,0
40487,Customer_486,cust486@demo.net,23,2022-03-31,0
