customer_id,customer_name,email,phone,city,segment,signup_date,is_active
20080,Frank A,user20080@example.com,9282894934,Hyderabad,Silver,2018-02-13,1
20081,Dave G,user20081@demo.net,8670156407,Chennai,Silver,2021-04-09,1
20082,Alice B,user20082@sample.io,8096680112,Mumbai,Bronze,2024-12-26,1
20083,Frank G,user20083@mail.com,6820180384,Pune,Bronze,2018-04-12,1
20084,Alice G,user20084@example.com,9283284534,Mumbai,Bronze,2020-11-25,1
20085,Eve B,user20085@test.org,7986046675,Kolkata,Bronze,2024-06-26,1
20086,Carol D,user20086@example.com,6799227659,Delhi,Platinum,2020-07-01,1
20087,Alice G,user20087@mail.com,7161891615,Surat,Silver,2023-10-12,1
20088,Frank G,user20088@test.org,8195988873,Chennai,Bronze,2021-08-17,1
20089,Carol B,user20089@mail.com,8529550552,Jaipur,Bronze,2025-01-04,1
20090,Bob H,user20090@example.com,8908454778,Pune,Bronze,2025-10-05,0
20091,Grace D,user20091@demo.net,8801838666,Jaipur,Bronze,2021-01-04,1
20092,Alice F,user20092@sample.io,8598118676,Chennai,Bronze,2018-03-03,1
20093,Bob C,user20093@mail.com,6287305716,Pune,Bronze,2022-09-28,1
20094,Bob D,user20094@demo.net,8080903701,Ahmedabad,Bronze,2022-10-10,1
20095,Carol C,user20095@sample.io,6504912542,Ahmedabad,Silver,2024-03-10,0
20096,Frank A,user20096@sample.io,8822034601,Surat,Silver,2024-03-12,0
20097,Dave C,user20097@example.com,7701555152,Ahmedabad,Gold,2023-10-05,1
20098,Dave C,user20098@mail.com,9637369230,Pune,Bronze,2023-04-28,1
20099,Bob E,user20099@mail.com,7864945230,Bangalore,Bronze,2018-03-05,1
20100,Alice B,user20100@mail.com,8960149673,Surat,Bronze,2019-06-19,1
20101,Bob D,user20101@test.org,9501695379,Hyderabad,Silver,2022-05-14,1
20102,Eve E,user20102@demo.net,6507075906,Pune,Bronze,2025-05-15,1
20103,Eve F,user20103@mail.com,8781432003,Mumbai,Bronze,2021-05-24,1
20104,Bob C,user20104@mail.com,6361458282,Chennai,Bronze,2024-12-22,1
20105,Carol B,user20105@example.com,7928822478,Ahmedabad,Bronze,2024-03-13,1
20106,Frank B,user20106@demo.net,9102139024,Mumbai,Bronze,2023-04-28,1
20107,Dave D,user20107@example.com,6556411846,Bangalore,Gold,2022-01-15,0
20108,Eve A,user20108@mail.com,8685759804,Jaipur,Bronze,2023-02-14,1
20109,Carol F,user20109@sample.io,9085913940,Delhi,Bronze,2019-08-13,1
20110,Grace F,user20110@mail.com,8071118641,Bangalore,Bronze,2021-12-16,1
20111,Alice C,user20111@mail.com,6645909863,Kolkata,Platinum,2019-06-26,1
20112,Alice D,user20112@test.org,7402947483,Surat,Bronze,2020-11-01,1
20113,Grace C,user20113@mail.com,6875677507,Pune,Silver,2019-07-24,1
20114,Dave H,user20114@demo.net,9766369602,Hyderabad,Silver,2025-07-09,1
20115,Bob D,user20115@example.com,7459110258,Chennai,Silver,2021-04-06,1
20116,Bob E,user20116@sample.io,9150153534,Delhi,Bronze,2025-01-09,1
20117,Alice H,user20117@sample.io,7950161116,Delhi,Bronze,2019-08-10,0
20118,Bob F,user20118@example.com,6601814676,Jaipur,Bronze,2019-09-13,1
20119,Carol E,user20119@demo.net,9158422132,Hyderabad,Silver,2024-08-28,1
20120,Carol B,user20120@demo.net,7126008325,Mumbai,Bronze,2024-05-11,1
20121,Dave C,user20121@test.org,8577346693,Delhi,Silver,2021-01-30,1
20122,Bob A,user20122@sample.io,6355097971,Bangalore,Bronze,2019-06-02,1
20123,Frank B,user20123@test.org,6340162884,Ahmedabad,Silver,2020-04-17,1
20124,Frank B,user20124@test.org,8779067819,Jaipur,Bronze,2023-06-24,1
20125,Carol F,user20125@example.com,7270386922,Jaipur,Bronze,2024-07-06,1
20126,Dave B,user20126@sample.io,7183071685,Ahmedabad,Bronze,2025-11-01,1
20127,Eve E,user20127@mail.com,9100902582,Jaipur,Platinum,2018-08-16,1
20128,Carol G,user20128@mail.com,6148317176,Hyderabad,Bronze,2020-12-04,1
20129,Dave C,user20129@mail.com,6248763254,Surat,Bronze,2024-01-18,1
20130,Frank H,user20130@sample.io,6572032262,Kolkata,Silver,2025-09-05,1
20131,Frank F,user20131@example.com,8429708747,Delhi,Bronze,2022-05-16,1
20132,Eve G,user20132@sample.io,7380510864,Surat,Silver,2024-03-25,1
20133,Alice G,user20133@example.com,7794475339,Kolkata,Silver,2022-02-18,1
20134,Eve D,user20134@test.org,6713101975,Hyderabad,Bronze,2020-01-17,1
20135,Grace A,user20135@example.com,8873605458,Mumbai,Silver,2021-04-22,1
20136,Alice H,user20136@example.com,7844288663,Mumbai,Silver,2025-07-08,1
20137,Frank D,user20137@mail.com,8379168142,Chennai,Bronze,2021-04-10,0
20138,Eve H,user20138@sample.io,7516193542,Jaipur,Bronze,2024-03-10,1
20139,Grace C,user20139@demo.net,7007217986,Jaipur,Bronze,2025-08-23,1
20140,Bob D,user20140@sample.io,7767208302,Chennai,Silver,2021-07-13,1
20141,Dave E,user20141@demo.net,8435168759,Surat,Bronze,2025-05-25,1
20142,Grace A,user20142@sample.io,9817358055,Delhi,Silver,2025-02-23,1
20143,Bob A,user20143@sample.io,8354441229,Mumbai,Bronze,2022-04-28,1
20144,Carol C,user20144@sample.io,6604352088,Chennai,Silver,2020-01-31,1
20145,Carol C,user20145@example.com,6924630689,Bangalore,Silver,2019-10-14,1
20146,Alice A,user20146@test.org,9170614642,Mumbai,Bronze,2024-12-28,1
20147,Alice F,user20147@example.com,8841376769,Mumbai,Bronze,2021-12-25,1
20148,Dave H,user20148@example.com,8979044476,Bangalore,Silver,2024-07-17,1
20149,Carol D,user20149@example.com,6166659841,Jaipur,Gold,2020-11-20,1
20150,Eve F,user20150@test.org,6148387406,Ahmedabad,Silver,2020-06-07,1
20151,Dave F,user20151@example.com,8488781600,Surat,Bronze,2025-10-20,1
20152,Alice F,user20152@demo.net,9817301923,Surat,Bronze,2018-09-03,1
20153,Bob B,user20153@mail.com,7973068094,Mumbai,Bronze,2020-05-10,1
20154,Eve F,user20154@example.com,6303717455,Bangalore,Silver,2022-08-31,1
20155,Eve F,user20155@sample.io,6249635571,Pune,Silver,2018-09-16,1
20156,Grace E,user20156@test.org,7959211325,Delhi,Silver,2018-11-02,1
20157,Frank F,user20157@mail.com,6896800199,Hyderabad,Platinum,2025-06-29,1
20158,Carol H,user20158@demo.net,8852628437,Jaipur,Bronze,2019-07-16,1
20159,Alice B,user20159@demo.net,6325443112,Pune,Bronze,2020-10-07,1
20160,Dave A,user20160@sample.io,6322374194,Ahmedabad,Bronze,2019-02-13,1
20161,Dave C,user20161@sample.io,7783186984,Bangalore,Bronze,2019-03-30,0
20162,Grace H,user20162@test.org,6588398036,Hyderabad,Bronze,2020-12-21,1
20163,Eve G,user20163@test.org,9246273940,Jaipur,Bronze,2024-03-02,1
20164,Carol F,user20164@demo.net,6354638423,Surat,Platinum,2018-02-19,0
20165,Dave H,user20165@sample.io,8433033743,Ahmedabad,Bronze,2023-07-27,1
20166,Grace B,user20166@demo.net,6866798500,Hyderabad,Silver,2021-03-10,1
20167,Dave D,user20167@test.org,9745451141,Pune,Silver,2022-03-01,1
20168,Frank E,user20168@sample.io,8233602128,Delhi,Bronze,2023-09-17,0
20169,Frank D,user20169@test.org,6493938096,Kolkata,Bronze,2018-10-31,1
20170,Alice C,user20170@test.org,7420988407,Kolkata,Silver,2021-08-22,1
20171,Grace C,user20171@example.com,8916992817,Delhi,Gold,2025-12-09,1
20172,Alice A,user20172@example.com,6199473187,Kolkata,Silver,2018-10-31,1
20173,Dave D,user20173@sample.io,7096505645,Ahmedabad,Bronze,2022-08-16,1
20174,Eve D,user20174@demo.net,8921451589,Hyderabad,Gold,2020-07-09,1
20175,Dave B,user20175@sample.io,7061958885,Chennai,Gold,2020-08-05,1
20176,Carol A,user20176@sample.io,6427460923,Ahmedabad,Bronze,2022-09-10,1
20177,Grace G,user20177@demo.net,7372732881,Bangalore,Platinum,2022-11-03,1
20178,Grace H,user20178@mail.com,7615121239,Surat,Gold,2020-10-17,1
20179,Frank G,user20179@test.org,9498219883,Jaipur,Silver,2023-05-27,1
20180,Dave F,user20180@demo.net,9756935016,Hyderabad,Silver,2019-10-06,1
20181,Dave B,user20181@example.com,9710768007,Kolkata,Bronze,2024-08-07,0
20182,Eve E,user20182@example.com,9477475823,Delhi,Bronze,2022-09-11,1
20183,Grace E,user20183@sample.io,6515057161,Ahmedabad,Bronze,2023-12-22,1
20184,Grace A,user20184@sample.io,8354121300,Bangalore,Gold,2022-08-08,1
20185,Eve C,user20185@demo.net,7205803116,Bangalore,Silver,2018-12-18,1
20186,Dave F,user20186@test.org,6000727458,Chennai,Silver,2019-10-25,0
20187,Dave E,user20187@demo.net,6297114071,Mumbai,Silver,2025-01-11,1
20188,Carol D,user20188@sample.io,6056761362,Hyderabad,Silver,2023-03-11,1
20189,Bob A,user20189@sample.io,7706672831,Mumbai,Silver,2024-09-02,1
20190,Dave C,user20190@test.org,8908091120,Pune,Bronze,2018-08-13,1
20191,Dave G,user20191@test.org,6671135097,Jaipur,Bronze,2023-06-10,1
20192,Frank D,user20192@demo.net,8249669978,Hyderabad,Silver,2025-02-11,1
20193,Frank A,user20193@example.com,7135321526,Kolkata,Gold,2019-04-04,1
20194,Dave E,user20194@demo.net,6082281959,Bangalore,Bronze,2018-09-09,1
20195,Dave A,user20195@mail.com,8127545937,Hyderabad,Bronze,2022-10-01,1
20196,Carol C,user20196@demo.net,9754079974,Chennai,Silver,2018-11-29,1
20197,Alice A,user20197@example.com,6113676148,Bangalore,Bronze,2023-03-16,1
20198,Bob B,user20198@mail.com,9908152332,Pune,Gold,2021-03-06,1
20199,Dave E,user20199@sample.io,8644476563,Chennai,Bronze,2024-05-31,1
20200,Grace H,user20200@mail.com,7641597006,Surat,Bronze,2025-04-15,0
20201,Eve A,user20201@demo.net,7879571390,Hyderabad,Bronze,2021-06-29,1
20202,Grace A,user20202@demo.net,8163359812,Bangalore,Bronze,2023-12-07,1
20203,Frank H,user20203@demo.net,7697710880,Mumbai,Platinum,2019-04-20,1
20204,Dave H,user20204@test.org,6702223583,Pune,Bronze,2025-12-10,1
20205,Bob B,user20205@demo.net,8620421039,Pune,Platinum,2021-02-27,1
20206,Grace H,user20206@test.org,6654998077,Delhi,Silver,2025-03-05,1
20207,Grace H,user20207@mail.com,9539354234,Chennai,Bronze,2023-01-22,1
20208,Frank B,user20208@mail.com,6377387952,Jaipur,Silver,2023-11-18,1
20209,Carol G,user20209@sample.io,8656091958,Pune,Bronze,2021-10-24,1
20210,Dave G,user20210@sample.io,7731471911,Jaipur,Bronze,2020-06-25,0
20211,Grace B,user20211@demo.net,7817626697,Ahmedabad,Silver,2019-01-28,1
20212,Dave G,user20212@demo.net,7333639203,Delhi,Bronze,2021-02-18,1
20213,Alice H,user20213@test.org,8773970625,Surat,Bronze,2024-05-14,1
20214,Carol E,user20214@test.org,8281509741,Mumbai,Silver,2021-11-09,1
20215,Eve E,user20215@sample.io,9700395325,Bangalore,Bronze,2025-04-26,1
20216,Bob F,user20216@test.org,7740842618,Bangalore,Bronze,2021-11-09,0
20217,Grace D,user20217@mail.com,9333666855,Ahmedabad,Silver,2020-04-21,1
20218,Grace D,user20218@mail.com,9115778625,Kolkata,Silver,2023-03-16,1
20219,Frank B,user20219@test.org,8336709281,Bangalore,Silver,2022-03-28,1
20220,Bob G,user20220@demo.net,7968575988,Kolkata,Bronze,2023-11-07,1
20221,Frank G,user20221@example.com,9755701703,Bangalore,Bronze,2022-11-24,1
20222,Bob B,user20222@example.com,9731080994,Mumbai,Platinum,2024-03-28,1
20223,Frank A,user20223@demo.net,9873223546,Bangalore,Silver,2018-08-11,1
20224,Eve H,user20224@sample.io,6342128104,Mumbai,Silver,2023-06-20,1
20225,Grace E,user20225@test.org,6426837725,Mumbai,Bronze,2019-07-29,0
20226,Frank D,user20226@mail.com,9724929285,Kolkata,Silver,2021-06-22,1
20227,Carol F,user20227@test.org,8150756120,Surat,Silver,2021-11-06,1
20228,Grace B,user20228@sample.io,8768664958,Pune,Silver,2025-09-19,0
20229,Carol C,user20229@example.com,6137769640,Pune,Silver,2019-12-17,1
20230,Alice H,user20230@sample.io,8993289262,Surat,Bronze,2022-02-17,1
20231,Dave A,user20231@mail.com,8601234009,Hyderabad,Gold,2021-01-10,1
20232,Frank A,user20232@mail.com,6502826621,Chennai,Bronze,2018-03-21,1
20233,Grace C,user20233@demo.net,6443482564,Mumbai,Bronze,2021-09-10,1
20234,Dave D,user20234@demo.net,9103430608,Ahmedabad,Platinum,2022-02-06,1
20235,Alice A,user20235@sample.io,8292399852,Hyderabad,Bronze,2018-05-09,1
20236,Grace F,user20236@demo.net,6166792719,Mumbai,Silver,2023-02-09,1
20237,Dave E,user20237@sample.io,8914129680,Jaipur,Bronze,2020-06-03,1
20238,Alice C,user20238@demo.net,7424410115,Delhi,Bronze,2024-03-27,0
20239,Frank D,user20239@example.com,8483320204,Hyderabad,Silver,2020-12-20,1
20240,Eve C,user20240@demo.net,9707106790,Delhi,Bronze,2025-01-31,1
20241,Eve B,user20241@sample.io,7985377983,Delhi,Bronze,2024-07-26,1
20242,Grace B,user20242@mail.com,7137060362,Jaipur,Gold,2021-04-14,0
20243,Grace E,user20243@test.org,6884798052,Delhi,Platinum,2020-08-19,1
20244,Eve G,user20244@test.org,7295495733,Hyderabad,Bronze,2018-10-13,0
20245,Grace H,user20245@sample.io,8623932453,Pune,Platinum,2020-09-17,1
20246,Dave E,user20246@test.org,9638722117,Surat,Bronze,2021-07-24,1
20247,Grace H,user20247@sample.io,8098307583,Delhi,Bronze,2022-10-31,1
20248,Grace G,user20248@test.org,7184456460,Mumbai,Silver,2021-07-09,1
20249,Carol F,user20249@mail.com,8909522538,Ahmedabad,Gold,2021-10-24,1
20250,Bob D,user20250@mail.com,9063093808,Pune,Silver,2021-11-17,1
20251,Alice C,user20251@test.org,8756702270,Hyderabad,Silver,2018-01-06,1
20252,Bob F,user20252@mail.com,7945964364,Hyderabad,Bronze,2022-11-27,1
20253,Frank E,user20253@mail.com,9078935425,Ahmedabad,Silver,2022-07-04,1
20254,Grace E,user20254@test.org,6208213291,Delhi,Bronze,2025-09-05,1
20255,Frank G,user20255@example.com,7760870985,Delhi,Bronze,2023-07-13,1
20256,Frank F,user20256@mail.com,6196864348,Jaipur,Bronze,2018-12-26,1
20257,Grace C,user20257@mail.com,6890831051,Pune,Bronze,2023-04-01,1
20258,Frank D,user20258@sample.io,6151106100,Surat,Platinum,2019-11-21,0
20259,Alice D,user20259@test.org,6976604919,Jaipur,Silver,2023-04-13,1
20260,Dave C,user20260@sample.io,6321545433,Bangalore,Bronze,2019-08-22,1
20261,Frank B,user20261@demo.net,8573122142,Hyderabad,Bronze,2025-10-06,1
20262,Carol B,user20262@example.com,7251408818,Kolkata,Bronze,2025-12-07,1
20263,Carol D,user20263@example.com,6297857421,Mumbai,Bronze,2020-09-30,1
20264,Alice G,user20264@test.org,8920175647,Jaipur,Bronze,2022-06-05,1
20265,Grace D,user20265@sample.io,9425507165,Delhi,Bronze,2023-12-03,1
20266,Eve A,user20266@sample.io,6105867058,Surat,Gold,2020-05-10,1
20267,Eve B,user20267@demo.net,6941856170,Delhi,Platinum,2020-12-12,1
20268,Grace H,user20268@mail.com,6866506736,Surat,Bronze,2020-05-06,1
20269,Dave B,user20269@demo.net,6145359164,Kolkata,Bronze,2024-05-25,1
20270,Alice F,user20270@test.org,7211986308,Mumbai,Silver,2018-12-21,1
20271,Grace G,user20271@example.com,8629242368,Bangalore,Bronze,2024-09-03,1
20272,Bob F,user20272@sample.io,7615233430,Jaipur,Silver,2025-07-16,1
20273,Eve D,user20273@demo.net,6201284508,Jaipur,Bronze,2024-08-27,1
20274,Alice G,user20274@example.com,6772859209,Jaipur,Silver,2023-06-04,0
20275,Eve F,user20275@sample.io,7527424533,Delhi,Bronze,2019-12-24,1
20276,Eve G,user20276@demo.net,9280115467,Kolkata,Silver,2023-10-09,1
20277,Bob D,user20277@example.com,9433775614,Ahmedabad,Platinum,2023-02-03,1
20278,Frank F,user20278@mail.com,7201829004,Surat,Bronze,2024-08-06,1
20279,Alice E,user20279@demo.net,9829091607,Delhi,Silver,2024-03-29,1
20280,Eve B,user20280@test.org,7974807620,Ahmedabad,Gold,2025-01-06,1
20281,Carol E,user20281@mail.com,7882403073,Bangalore,Bronze,2025-06-20,1
20282,Dave D,user20282@example.com,7887316776,Kolkata,Bronze,2020-08-08,1
20283,Grace G,user20283@sample.io,7105816870,Hyderabad,Bronze,2023-06-21,1
20284,Alice A,user20284@test.org,9072163520,Delhi,Bronze,2023-08-16,1
20285,Bob F,user20285@mail.com,9848778634,Chennai,Bronze,2023-05-04,1
20286,Grace C,user20286@sample.io,6188492127,Surat,Silver,2018-04-09,1
20287,Carol H,user20287@example.com,8323398543,Kolkata,Gold,2025-01-20,1
20288,Bob B,user20288@sample.io,9601140971,Pune,Silver,2021-08-07,1
20289,Frank C,user20289@sample.io,7710830265,Surat,Bronze,2024-03-06,1
20290,Eve G,user20290@sample.io,8824140880,Jaipur,Platinum,2019-11-14,1
20291,Bob C,user20291@example.com,9277094933,Kolkata,Silver,2022-05-26,1
20292,Frank H,user20292@test.org,6615311247,Chennai,Silver,2025-01-31,1
20293,Alice A,user20293@mail.com,8434302614,Ahmedabad,Platinum,2024-10-29,0
20294,Eve F,user20294@demo.net,7185144419,Delhi,Silver,2024-09-05,1
20295,Alice E,user20295@example.com,6478735304,Ahmedabad,Bronze,2022-03-05,1
20296,Frank C,user20296@test.org,7282448725,Ahmedabad,Silver,2024-02-07,1
20297,Bob F,user20297@mail.com,6294624661,Hyderabad,Bronze,2022-06-14,1
20298,Eve G,user20298@test.org,6807615603,Ahmedabad,Bronze,2021-10-19,1
20299,Carol H,user20299@demo.net,7414504360,Hyderabad,Silver,2021-07-02,1
20300,Dave C,user20300@sample.io,7030745978,Kolkata,Bronze,2023-08-17,1
20301,Grace E,user20301@test.org,6037764317,Surat,Bronze,2025-08-03,1
20302,Frank A,user20302@mail.com,6505292850,Ahmedabad,Bronze,2019-09-28,1
20303,Frank G,user20303@demo.net,8472609710,Pune,Bronze,2022-04-21,1
20304,Frank D,user20304@example.com,9841477062,Jaipur,Bronze,2019-02-19,1
20305,Grace G,user20305@demo.net,9158112322,Kolkata,Bronze,2018-04-19,1
20306,Grace F,user20306@test.org,7644549778,Pune,Bronze,2021-02-17,0
20307,Eve A,user20307@test.org,7301235395,Bangalore,Bronze,2024-11-07,1
20308,Eve D,user20308@mail.com,7492149514,Pune,Bronze,2024-05-27,1
20309,Alice A,user20309@test.org,7750641088,Jaipur,Bronze,2018-01-30,1
20310,Bob B,user20310@test.org,9430496729,Kolkata,Silver,2020-02-14,1
20311,Grace A,user20311@mail.com,8220022559,Kolkata,Bronze,2022-04-30,0
20312,Dave C,user20312@test.org,6946279444,Ahmedabad,Bronze,2018-10-12,1
20313,Bob D,user20313@example.com,8685175495,Surat,Bronze,2018-07-16,1
20314,Eve D,user20314@sample.io,9667433433,Kolkata,Bronze,2020-01-31,1
20315,Frank D,user20315@example.com,9609812977,Surat,Silver,2018-10-18,1
20316,Grace G,user20316@example.com,8217526668,Kolkata,Platinum,2022-05-10,1
20317,Grace G,user20317@example.com,8859265872,Delhi,Silver,2022-04-19,1
20318,Frank B,user20318@sample.io,6817216027,Delhi,Bronze,2020-10-17,1
20319,Dave E,user20319@test.org,9641005852,Delhi,Silver,2022-08-21,0
20320,Eve E,user20320@sample.io,9838950711,Mumbai,Bronze,2021-06-23,1
20321,Alice G,user20321@demo.net,6998379533,Mumbai,Bronze,2022-03-29,1
20322,Carol F,user20322@demo.net,9875624794,Surat,Silver,2025-05-06,0
20323,Eve D,user20323@mail.com,8883084241,Bangalore,Bronze,2018-07-07,1
20324,Bob E,user20324@example.com,9419099363,Jaipur,Bronze,2022-11-13,1
20325,Dave F,user20325@example.com,9613338198,Kolkata,Bronze,2020-03-27,1
20326,Frank D,user20326@mail.com,6077851560,Hyderabad,Silver,2025-06-26,1
20327,Eve H,user20327@demo.net,6877709204,Ahmedabad,Silver,2020-08-03,1
20328,Bob H,user20328@test.org,9092440112,Delhi,Silver,2020-09-01,0
20329,Grace C,user20329@sample.io,7828542532,Bangalore,Silver,2023-06-28,1
20330,Alice A,user20330@test.org,7567569452,Jaipur,Bronze,2024-09-04,1
20331,Bob H,user20331@mail.com,6080542770,Chennai,Platinum,2018-06-21,0
20332,Grace E,user20332@demo.net,8596751600,Jaipur,Silver,2025-04-04,1
20333,Alice B,user20333@demo.net,8595271050,Ahmedabad,Silver,2023-08-16,1
20334,Grace E,user20334@example.com,6265949267,Kolkata,Bronze,2024-02-17,1
20335,Carol D,user20335@example.com,9626968269,Jaipur,Bronze,2018-10-08,1
20336,Dave C,user20336@example.com,9668345557,Hyderabad,Bronze,2020-10-13,1
20337,Frank D,user20337@test.org,7585203559,Jaipur,Silver,2021-01-28,1
20338,Carol G,user20338@sample.io,7489034007,Ahmedabad,Bronze,2022-02-15,1
20339,Grace E,user20339@mail.com,8400067286,Ahmedabad,Bronze,2021-12-18,1
20340,Alice E,user20340@demo.net,8479095649,Ahmedabad,Bronze,2021-05-24,1
